source_spanish,reference_english,model_decode,prediction,token_overlap,length_ratio,error_tag
no sé qué haré .,i don t know what i ll do .,transformer_greedy,i don t know what i do .,0.875,0.8888888888888888,semantic_or_grammar_error
sin dinero él no podía hacer nada .,without money he could do nothing .,seq2seq_beam,without reason he couldn t do anything .,0.5714285714285714,1.1428571428571428,semantic_or_grammar_error
sin dinero él no podía hacer nada .,without money he could do nothing .,seq2seq_greedy,without reason he couldn t do anything .,0.5714285714285714,1.1428571428571428,semantic_or_grammar_error
sin dinero él no podía hacer nada .,without money he could do nothing .,transformer_beam,he couldn t do anything without money .,0.7142857142857143,1.1428571428571428,semantic_or_grammar_error
sin dinero él no podía hacer nada .,without money he could do nothing .,transformer_greedy,he couldn t do anything without money .,0.7142857142857143,1.1428571428571428,semantic_or_grammar_error
él me gusta .,i like him .,seq2seq_beam,he like like him .,0.75,1.25,semantic_or_grammar_error
él me gusta .,i like him .,seq2seq_greedy,he like like him .,0.75,1.25,semantic_or_grammar_error
él me gusta .,i like him .,transformer_beam,i like him .,1.0,1.0,semantic_or_grammar_error
él me gusta .,i like him .,transformer_greedy,i like him .,1.0,1.0,semantic_or_grammar_error
la ciudad estaba envuelta en niebla .,the city was wrapped in fog .,seq2seq_beam,the city was enveloped in in .,0.7142857142857143,1.0,semantic_or_grammar_error
la ciudad estaba envuelta en niebla .,the city was wrapped in fog .,seq2seq_greedy,the city was enveloped in a .,0.7142857142857143,1.0,semantic_or_grammar_error
la ciudad estaba envuelta en niebla .,the city was wrapped in fog .,transformer_beam,the city was in town .,0.7142857142857143,0.8571428571428571,semantic_or_grammar_error
la ciudad estaba envuelta en niebla .,the city was wrapped in fog .,transformer_greedy,the fog was in town .,0.7142857142857143,0.8571428571428571,semantic_or_grammar_error
¡ qué mala suerte tengo !,how unlucky i am !,seq2seq_beam,what bad luck !,0.2,0.8,semantic_or_grammar_error
¡ qué mala suerte tengo !,how unlucky i am !,seq2seq_greedy,what bad luck !,0.2,0.8,semantic_or_grammar_error
¡ qué mala suerte tengo !,how unlucky i am !,transformer_beam,what a bad shot !,0.2,1.0,semantic_or_grammar_error
¡ qué mala suerte tengo !,how unlucky i am !,transformer_greedy,what a bad lucky i have a bad luck !,0.4,2.0,over_translation
debes ser cuidadoso de no hacerlo enfadar .,you must be careful not to make him angry .,seq2seq_beam,you must be careful not to do that anymore .,0.7,1.0,semantic_or_grammar_error
debes ser cuidadoso de no hacerlo enfadar .,you must be careful not to make him angry .,seq2seq_greedy,you must be careful not to do that anymore .,0.7,1.0,semantic_or_grammar_error
debes ser cuidadoso de no hacerlo enfadar .,you must be careful not to make him angry .,transformer_beam,you must not be convinced that .,0.5,0.7,semantic_or_grammar_error
debes ser cuidadoso de no hacerlo enfadar .,you must be careful not to make him angry .,transformer_greedy,you must not be convinced that .,0.5,0.7,semantic_or_grammar_error
el paciente está empeorando día a día .,the patient is getting worse and worse day by day .,seq2seq_beam,the patient is getting worse day day day .,0.7777777777777778,0.8181818181818182,semantic_or_grammar_error
el paciente está empeorando día a día .,the patient is getting worse and worse day by day .,seq2seq_greedy,the patient is getting worse day day day .,0.7777777777777778,0.8181818181818182,semantic_or_grammar_error
el paciente está empeorando día a día .,the patient is getting worse and worse day by day .,transformer_beam,the day is getting worse .,0.6666666666666666,0.5454545454545454,under_translation
el paciente está empeorando día a día .,the patient is getting worse and worse day by day .,transformer_greedy,the day is getting worse .,0.6666666666666666,0.5454545454545454,under_translation
él se baña todas las mañanas .,he has a bath every morning .,seq2seq_beam,he takes a the every morning .,0.7142857142857143,1.0,semantic_or_grammar_error
él se baña todas las mañanas .,he has a bath every morning .,seq2seq_greedy,he takes a the every morning .,0.7142857142857143,1.0,semantic_or_grammar_error
él se baña todas las mañanas .,he has a bath every morning .,transformer_beam,he takes a shower every morning .,0.7142857142857143,1.0,semantic_or_grammar_error
él se baña todas las mañanas .,he has a bath every morning .,transformer_greedy,he is having a cup of every morning .,0.7142857142857143,1.2857142857142858,semantic_or_grammar_error
ellos siguieron peleando contra los invasores año tras año .,they continued fighting against the invaders year after year .,seq2seq_beam,they kept her against the the last year after year .,0.6666666666666666,1.1,semantic_or_grammar_error
ellos siguieron peleando contra los invasores año tras año .,they continued fighting against the invaders year after year .,seq2seq_greedy,they kept her against the the last year after year .,0.6666666666666666,1.1,semantic_or_grammar_error
ellos siguieron peleando contra los invasores año tras año .,they continued fighting against the invaders year after year .,transformer_beam,they seem to understand all year .,0.3333333333333333,0.7,semantic_or_grammar_error
ellos siguieron peleando contra los invasores año tras año .,they continued fighting against the invaders year after year .,transformer_greedy,they seem to understand the last year .,0.4444444444444444,0.8,semantic_or_grammar_error
añadió un poco de azúcar al café .,he added a little sugar to the coffee .,seq2seq_beam,we took a sugar of coffee coffee .,0.4444444444444444,0.8888888888888888,semantic_or_grammar_error
añadió un poco de azúcar al café .,he added a little sugar to the coffee .,seq2seq_greedy,we took a little sugar of coffee .,0.5555555555555556,0.8888888888888888,semantic_or_grammar_error
añadió un poco de azúcar al café .,he added a little sugar to the coffee .,transformer_beam,i have some sugar in the coffee .,0.4444444444444444,0.8888888888888888,semantic_or_grammar_error
añadió un poco de azúcar al café .,he added a little sugar to the coffee .,transformer_greedy,i have some coffee .,0.2222222222222222,0.5555555555555556,under_translation
algunas personas comen el sushi con las manos .,some people eat sushi with their hands .,seq2seq_beam,some people people use the hands .,0.5,0.875,semantic_or_grammar_error
algunas personas comen el sushi con las manos .,some people eat sushi with their hands .,seq2seq_greedy,some people people the the with .,0.5,0.875,semantic_or_grammar_error
algunas personas comen el sushi con las manos .,some people eat sushi with their hands .,transformer_beam,some people eat the together .,0.5,0.75,semantic_or_grammar_error
algunas personas comen el sushi con las manos .,some people eat sushi with their hands .,transformer_greedy,some people eat the together .,0.5,0.75,semantic_or_grammar_error
¿ quién inventó el teléfono ?,who was the telephone invented by ?,seq2seq_beam,who invented the telephone ?,0.7142857142857143,0.7142857142857143,semantic_or_grammar_error
¿ quién inventó el teléfono ?,who was the telephone invented by ?,seq2seq_greedy,who invented the telephone ?,0.7142857142857143,0.7142857142857143,semantic_or_grammar_error
¿ quién inventó el teléfono ?,who was the telephone invented by ?,transformer_beam,who made the phone ?,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
¿ quién inventó el teléfono ?,who was the telephone invented by ?,transformer_greedy,who made the phone ?,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
vámonos a dar un paseo .,let s go out for a walk .,seq2seq_beam,let s go for a walk .,0.875,0.875,semantic_or_grammar_error
vámonos a dar un paseo .,let s go out for a walk .,seq2seq_greedy,let s take a walk .,0.625,0.75,semantic_or_grammar_error
vámonos a dar un paseo .,let s go out for a walk .,transformer_beam,let s go out for a walk .,1.0,1.0,semantic_or_grammar_error
vámonos a dar un paseo .,let s go out for a walk .,transformer_greedy,let s go out for a walk .,1.0,1.0,semantic_or_grammar_error
él mató a ese hombre .,he killed that man .,seq2seq_beam,he killed that man .,1.0,1.0,semantic_or_grammar_error
él mató a ese hombre .,he killed that man .,seq2seq_greedy,he killed that man .,1.0,1.0,semantic_or_grammar_error
él mató a ese hombre .,he killed that man .,transformer_beam,he killed that man .,1.0,1.0,semantic_or_grammar_error
él mató a ese hombre .,he killed that man .,transformer_greedy,he killed that man .,1.0,1.0,semantic_or_grammar_error
él se está llevando bien con sus empleados .,he is getting along with his employees .,seq2seq_beam,he is getting along with his employees .,1.0,1.0,semantic_or_grammar_error
él se está llevando bien con sus empleados .,he is getting along with his employees .,seq2seq_greedy,he is getting along with his employees .,1.0,1.0,semantic_or_grammar_error
él se está llevando bien con sus empleados .,he is getting along with his employees .,transformer_beam,he is having fun with his employees .,0.75,1.0,semantic_or_grammar_error
él se está llevando bien con sus empleados .,he is getting along with his employees .,transformer_greedy,he is getting along with his employees .,1.0,1.0,semantic_or_grammar_error
espero que este caballo no patee .,i hope this horse doesn t kick .,seq2seq_beam,i hope this horse don t change .,0.75,1.0,semantic_or_grammar_error
espero que este caballo no patee .,i hope this horse doesn t kick .,seq2seq_greedy,i hope this horse not not to .,0.625,1.0,semantic_or_grammar_error
espero que este caballo no patee .,i hope this horse doesn t kick .,transformer_beam,i hope this horse .,0.625,0.625,semantic_or_grammar_error
espero que este caballo no patee .,i hope this horse doesn t kick .,transformer_greedy,i hope this horse .,0.625,0.625,semantic_or_grammar_error
son chicos .,they re boys .,seq2seq_beam,they re boys .,1.0,1.0,semantic_or_grammar_error
son chicos .,they re boys .,seq2seq_greedy,they re boys .,1.0,1.0,semantic_or_grammar_error
son chicos .,they re boys .,transformer_beam,they re boys .,1.0,1.0,semantic_or_grammar_error
son chicos .,they re boys .,transformer_greedy,they re boys .,1.0,1.0,semantic_or_grammar_error
mary le pidió a su hijo que se portara bien .,mary asked her son to behave himself .,seq2seq_beam,mary asked her son she d be a good time .,0.625,1.375,semantic_or_grammar_error
mary le pidió a su hijo que se portara bien .,mary asked her son to behave himself .,seq2seq_greedy,mary asked her son she d be a good time .,0.625,1.375,semantic_or_grammar_error
mary le pidió a su hijo que se portara bien .,mary asked her son to behave himself .,transformer_beam,tom asked mary to marry her son .,0.75,1.0,semantic_or_grammar_error
mary le pidió a su hijo que se portara bien .,mary asked her son to behave himself .,transformer_greedy,mary asked her son to marry her son .,0.75,1.125,semantic_or_grammar_error
lo vi en el parque .,i saw him in the park .,seq2seq_beam,i saw him in the park .,1.0,1.0,semantic_or_grammar_error
lo vi en el parque .,i saw him in the park .,seq2seq_greedy,i saw him in the park .,1.0,1.0,semantic_or_grammar_error
lo vi en el parque .,i saw him in the park .,transformer_beam,i saw him in the park .,1.0,1.0,semantic_or_grammar_error
lo vi en el parque .,i saw him in the park .,transformer_greedy,i saw him in the park .,1.0,1.0,semantic_or_grammar_error
aprendí mucho .,i learned a lot .,seq2seq_beam,i learned a lot .,1.0,1.0,semantic_or_grammar_error
aprendí mucho .,i learned a lot .,seq2seq_greedy,i learned a lot .,1.0,1.0,semantic_or_grammar_error
aprendí mucho .,i learned a lot .,transformer_beam,i learned a lot .,1.0,1.0,semantic_or_grammar_error
aprendí mucho .,i learned a lot .,transformer_greedy,i learned a lot .,1.0,1.0,semantic_or_grammar_error
tom parece estar enojado .,tom looks angry .,seq2seq_beam,tom seems to be angry .,0.75,1.5,semantic_or_grammar_error
tom parece estar enojado .,tom looks angry .,seq2seq_greedy,tom seems to be angry .,0.75,1.5,semantic_or_grammar_error
tom parece estar enojado .,tom looks angry .,transformer_beam,tom seems to be angry .,0.75,1.5,semantic_or_grammar_error
tom parece estar enojado .,tom looks angry .,transformer_greedy,tom seems to be angry .,0.75,1.5,semantic_or_grammar_error
ningún hombre podría hacerlo .,no one man could do it .,seq2seq_beam,no one man could do it .,1.0,1.0,semantic_or_grammar_error
ningún hombre podría hacerlo .,no one man could do it .,seq2seq_greedy,no one could possibly to do it .,0.8571428571428571,1.1428571428571428,semantic_or_grammar_error
ningún hombre podría hacerlo .,no one man could do it .,transformer_beam,a man could do it .,0.7142857142857143,0.8571428571428571,semantic_or_grammar_error
ningún hombre podría hacerlo .,no one man could do it .,transformer_greedy,i could do it .,0.5714285714285714,0.7142857142857143,semantic_or_grammar_error
un archivo mp es un archivo de audio .,an mp file is an audio file .,seq2seq_beam,a fool to is is a secret .,0.3333333333333333,1.0,semantic_or_grammar_error
un archivo mp es un archivo de audio .,an mp file is an audio file .,seq2seq_greedy,a fool to is a a secret s ticket .,0.3333333333333333,1.25,semantic_or_grammar_error
un archivo mp es un archivo de audio .,an mp file is an audio file .,transformer_beam,it s a policeman in the file .,0.3333333333333333,1.0,semantic_or_grammar_error
un archivo mp es un archivo de audio .,an mp file is an audio file .,transformer_greedy,it s a quarter for a file .,0.3333333333333333,1.0,semantic_or_grammar_error
tom y mary ambos trabajan para mí .,tom and mary both work for me .,seq2seq_beam,tom and mary both work for me .,1.0,1.0,semantic_or_grammar_error
tom y mary ambos trabajan para mí .,tom and mary both work for me .,seq2seq_greedy,tom and mary both wearing to me .,0.75,1.0,semantic_or_grammar_error
tom y mary ambos trabajan para mí .,tom and mary both work for me .,transformer_beam,tom and mary both present for me .,0.875,1.0,semantic_or_grammar_error
tom y mary ambos trabajan para mí .,tom and mary both work for me .,transformer_greedy,tom and mary both present for me .,0.875,1.0,semantic_or_grammar_error
yo comúnmente no miento .,i don t normally lie .,seq2seq_beam,i didn t eat it .,0.5,1.0,semantic_or_grammar_error
yo comúnmente no miento .,i don t normally lie .,seq2seq_greedy,i don t eat it .,0.6666666666666666,1.0,semantic_or_grammar_error
yo comúnmente no miento .,i don t normally lie .,transformer_beam,i don t smoke .,0.6666666666666666,0.8333333333333334,semantic_or_grammar_error
yo comúnmente no miento .,i don t normally lie .,transformer_greedy,i don t smoke .,0.6666666666666666,0.8333333333333334,semantic_or_grammar_error
tengo derecho a ganarme la vida .,i have a right to make a living .,seq2seq_beam,i have a walk to life life .,0.625,0.8888888888888888,semantic_or_grammar_error
tengo derecho a ganarme la vida .,i have a right to make a living .,seq2seq_greedy,i have to to a life life .,0.625,0.8888888888888888,semantic_or_grammar_error
tengo derecho a ganarme la vida .,i have a right to make a living .,transformer_beam,i have life insurance .,0.375,0.5555555555555556,under_translation
tengo derecho a ganarme la vida .,i have a right to make a living .,transformer_greedy,i have a right to the life .,0.75,0.8888888888888888,semantic_or_grammar_error
ven aquí a más tardar a las diez .,come here by ten at the latest .,seq2seq_beam,come here to come back at ten .,0.625,1.0,semantic_or_grammar_error
ven aquí a más tardar a las diez .,come here by ten at the latest .,seq2seq_greedy,come here here in ten o ten .,0.5,1.0,semantic_or_grammar_error
ven aquí a más tardar a las diez .,come here by ten at the latest .,transformer_beam,come and come to pick me up at ten o clock .,0.5,1.5,semantic_or_grammar_error
ven aquí a más tardar a las diez .,come here by ten at the latest .,transformer_greedy,come and come on the little earlier .,0.375,1.0,semantic_or_grammar_error
va a pasar algo . puedo sentirlo .,something s going to happen . i can feel it .,seq2seq_beam,he is going something .,0.3,0.45454545454545453,under_translation
va a pasar algo . puedo sentirlo .,something s going to happen . i can feel it .,seq2seq_greedy,he goes going to pass . you can get you .,0.4,1.0,semantic_or_grammar_error
va a pasar algo . puedo sentirlo .,something s going to happen . i can feel it .,transformer_beam,i can happen .,0.4,0.36363636363636365,under_translation
va a pasar algo . puedo sentirlo .,something s going to happen . i can feel it .,transformer_greedy,i can happen to happen .,0.5,0.5454545454545454,under_translation
tom limpió el armario en su dormitorio .,tom cleaned out his bedroom closet .,seq2seq_beam,tom cleaned the closet on his room .,0.7142857142857143,1.1428571428571428,semantic_or_grammar_error
tom limpió el armario en su dormitorio .,tom cleaned out his bedroom closet .,seq2seq_greedy,tom cleaned the closet on his room .,0.7142857142857143,1.1428571428571428,semantic_or_grammar_error
tom limpió el armario en su dormitorio .,tom cleaned out his bedroom closet .,transformer_beam,tom cleaned his closet in the room .,0.7142857142857143,1.1428571428571428,semantic_or_grammar_error
tom limpió el armario en su dormitorio .,tom cleaned out his bedroom closet .,transformer_greedy,tom cleaned his closet in the bedroom in the bedroom .,0.8571428571428571,1.5714285714285714,semantic_or_grammar_error
la pelota está inflada .,the balloon is filled with air .,seq2seq_beam,the ball is a .,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
la pelota está inflada .,the balloon is filled with air .,seq2seq_greedy,the ball is a .,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
la pelota está inflada .,the balloon is filled with air .,transformer_beam,the ball is .,0.42857142857142855,0.5714285714285714,under_translation
la pelota está inflada .,the balloon is filled with air .,transformer_greedy,the ball is .,0.42857142857142855,0.5714285714285714,under_translation
dame tu sándwich .,give me your sandwich .,seq2seq_beam,give me your present .,0.8,1.0,semantic_or_grammar_error
dame tu sándwich .,give me your sandwich .,seq2seq_greedy,give me your present .,0.8,1.0,semantic_or_grammar_error
dame tu sándwich .,give me your sandwich .,transformer_beam,give me your sandwich .,1.0,1.0,semantic_or_grammar_error
dame tu sándwich .,give me your sandwich .,transformer_greedy,give me your sandwich .,1.0,1.0,semantic_or_grammar_error
vamos a luchar .,we ll fight .,seq2seq_beam,let s fight .,0.5,1.0,semantic_or_grammar_error
vamos a luchar .,we ll fight .,seq2seq_greedy,let s fight .,0.5,1.0,semantic_or_grammar_error
vamos a luchar .,we ll fight .,transformer_beam,we ll fight .,1.0,1.0,semantic_or_grammar_error
vamos a luchar .,we ll fight .,transformer_greedy,we re sleeping .,0.5,1.0,semantic_or_grammar_error
mejor hubiera ido al concierto anoche .,i d rather have gone to the concert last night .,seq2seq_beam,i had been there to the concert last night .,0.6363636363636364,0.9090909090909091,semantic_or_grammar_error
mejor hubiera ido al concierto anoche .,i d rather have gone to the concert last night .,seq2seq_greedy,i had been there to the concert last night .,0.6363636363636364,0.9090909090909091,semantic_or_grammar_error
mejor hubiera ido al concierto anoche .,i d rather have gone to the concert last night .,transformer_beam,last night we had had had to go to the concert .,0.5454545454545454,1.0909090909090908,semantic_or_grammar_error
mejor hubiera ido al concierto anoche .,i d rather have gone to the concert last night .,transformer_greedy,last night i had had had had been to the concert .,0.6363636363636364,1.0909090909090908,semantic_or_grammar_error
¿ a quién creen que engañan ?,who do they think they re kidding ?,seq2seq_beam,who do you think you will ?,0.5714285714285714,0.875,semantic_or_grammar_error
¿ a quién creen que engañan ?,who do they think they re kidding ?,seq2seq_greedy,who did you think you will ?,0.42857142857142855,0.875,semantic_or_grammar_error
¿ a quién creen que engañan ?,who do they think they re kidding ?,transformer_beam,who do you intend ?,0.42857142857142855,0.625,semantic_or_grammar_error
¿ a quién creen que engañan ?,who do they think they re kidding ?,transformer_greedy,who do you think i d visit ?,0.5714285714285714,1.0,semantic_or_grammar_error
ellos tendrían que moverse rápido .,they would have to move fast .,seq2seq_beam,they had to study it .,0.42857142857142855,0.8571428571428571,semantic_or_grammar_error
ellos tendrían que moverse rápido .,they would have to move fast .,seq2seq_greedy,they had to study .,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
ellos tendrían que moverse rápido .,they would have to move fast .,transformer_beam,they need to share .,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
ellos tendrían que moverse rápido .,they would have to move fast .,transformer_greedy,they ll share .,0.2857142857142857,0.5714285714285714,under_translation
tom le dijo a mary que no lo esperara porque no llegaría a casa hasta muy tarde .,tom told mary not to wait up because he wouldn t be home until very late .,seq2seq_beam,tom told mary not to tell him because he didn t want to be very late .,0.7058823529411765,1.0,semantic_or_grammar_error
tom le dijo a mary que no lo esperara porque no llegaría a casa hasta muy tarde .,tom told mary not to wait up because he wouldn t be home until very late .,seq2seq_greedy,tom told mary not to explain it because he didn t want to be very late .,0.7058823529411765,1.0,semantic_or_grammar_error
tom le dijo a mary que no lo esperara porque no llegaría a casa hasta muy tarde .,tom told mary not to wait up because he wouldn t be home until very late .,transformer_beam,tom told mary not to wait until late .,0.5294117647058824,0.5294117647058824,under_translation
tom le dijo a mary que no lo esperara porque no llegaría a casa hasta muy tarde .,tom told mary not to wait up because he wouldn t be home until very late .,transformer_greedy,tom told mary not to be very late because she didn t go home so late .,0.7058823529411765,1.0,semantic_or_grammar_error
a tom le gusta el espagueti .,tom likes spaghetti .,seq2seq_beam,tom likes the . .,0.75,1.25,semantic_or_grammar_error
a tom le gusta el espagueti .,tom likes spaghetti .,seq2seq_greedy,tom likes the . .,0.75,1.25,semantic_or_grammar_error
a tom le gusta el espagueti .,tom likes spaghetti .,transformer_beam,tom likes the next .,0.75,1.25,semantic_or_grammar_error
a tom le gusta el espagueti .,tom likes spaghetti .,transformer_greedy,tom likes the next .,0.75,1.25,semantic_or_grammar_error
nadie me ha matado aún .,nobody s killed me yet .,seq2seq_beam,nobody has been still yet .,0.5,1.0,semantic_or_grammar_error
nadie me ha matado aún .,nobody s killed me yet .,seq2seq_greedy,nobody has been still yet .,0.5,1.0,semantic_or_grammar_error
nadie me ha matado aún .,nobody s killed me yet .,transformer_beam,nobody has killed me .,0.6666666666666666,0.8333333333333334,semantic_or_grammar_error
nadie me ha matado aún .,nobody s killed me yet .,transformer_greedy,nobody has killed me .,0.6666666666666666,0.8333333333333334,semantic_or_grammar_error
pensé que tú estabas a cargo .,i thought you were in charge .,seq2seq_beam,i thought you were in charge .,1.0,1.0,semantic_or_grammar_error
pensé que tú estabas a cargo .,i thought you were in charge .,seq2seq_greedy,i thought you were at charge .,0.8571428571428571,1.0,semantic_or_grammar_error
pensé que tú estabas a cargo .,i thought you were in charge .,transformer_beam,i thought you were in charge .,1.0,1.0,semantic_or_grammar_error
pensé que tú estabas a cargo .,i thought you were in charge .,transformer_greedy,i thought you were in charge .,1.0,1.0,semantic_or_grammar_error
es peligroso ir en moto sin casco .,it is dangerous to ride a motorbike without a helmet .,seq2seq_beam,it is dangerous to go in the without without .,0.6,0.9090909090909091,semantic_or_grammar_error
es peligroso ir en moto sin casco .,it is dangerous to ride a motorbike without a helmet .,seq2seq_greedy,it is dangerous to go in the without without .,0.6,0.9090909090909091,semantic_or_grammar_error
es peligroso ir en moto sin casco .,it is dangerous to ride a motorbike without a helmet .,transformer_beam,it s dangerous to go out without a helmet .,0.7,0.9090909090909091,semantic_or_grammar_error
es peligroso ir en moto sin casco .,it is dangerous to ride a motorbike without a helmet .,transformer_greedy,it s dangerous to go out in a helmet .,0.6,0.9090909090909091,semantic_or_grammar_error
él la mantuvo cerca .,he held her close .,seq2seq_beam,he kept the nearby .,0.4,1.0,semantic_or_grammar_error
él la mantuvo cerca .,he held her close .,seq2seq_greedy,he kept the nearby .,0.4,1.0,semantic_or_grammar_error
él la mantuvo cerca .,he held her close .,transformer_beam,he kept the fence .,0.4,1.0,semantic_or_grammar_error
él la mantuvo cerca .,he held her close .,transformer_greedy,he held his close .,0.8,1.0,semantic_or_grammar_error
el niño volvió .,the boy came back .,seq2seq_beam,the boy returned .,0.6,0.8,semantic_or_grammar_error
el niño volvió .,the boy came back .,seq2seq_greedy,the boy returned .,0.6,0.8,semantic_or_grammar_error
el niño volvió .,the boy came back .,transformer_beam,the boy came back .,1.0,1.0,semantic_or_grammar_error
el niño volvió .,the boy came back .,transformer_greedy,the boy came back .,1.0,1.0,semantic_or_grammar_error
tom solo toma café .,tom only drinks coffee .,seq2seq_beam,tom uses his coffee .,0.6,1.0,semantic_or_grammar_error
tom solo toma café .,tom only drinks coffee .,seq2seq_greedy,tom uses his coffee .,0.6,1.0,semantic_or_grammar_error
tom solo toma café .,tom only drinks coffee .,transformer_beam,tom kept coffee .,0.6,0.8,semantic_or_grammar_error
tom solo toma café .,tom only drinks coffee .,transformer_greedy,tom only takes a coffee .,0.8,1.2,semantic_or_grammar_error
si vas al cine llévate a tu hermana .,if you go to the movies take your sister with you .,seq2seq_beam,if you are going to the the to to your your sister .,0.6363636363636364,1.0833333333333333,semantic_or_grammar_error
si vas al cine llévate a tu hermana .,if you go to the movies take your sister with you .,seq2seq_greedy,if you go to the the to to the to your sister .,0.7272727272727273,1.0833333333333333,semantic_or_grammar_error
si vas al cine llévate a tu hermana .,if you go to the movies take your sister with you .,transformer_beam,if you go to the movies your sister .,0.8181818181818182,0.75,semantic_or_grammar_error
si vas al cine llévate a tu hermana .,if you go to the movies take your sister with you .,transformer_greedy,if you ll go to the movies to the movies .,0.6363636363636364,0.9166666666666666,semantic_or_grammar_error
había algunos niños en el cuarto .,there were a few children in the room .,seq2seq_beam,there were some children in the room room .,0.7777777777777778,1.0,semantic_or_grammar_error
había algunos niños en el cuarto .,there were a few children in the room .,seq2seq_greedy,there were some children in the room room .,0.7777777777777778,1.0,semantic_or_grammar_error
había algunos niños en el cuarto .,there were a few children in the room .,transformer_beam,there were some children in the room .,0.7777777777777778,0.8888888888888888,semantic_or_grammar_error
