best_model,text,true_label,pred_label,pred_prob_pos,correct,confidence,error_type
NaiveBayes,korine's established himself by now as a talented and impressive image maker the promotional posters for mister lonely all include the film's most impressive compositions though there's one in particular i've yet to see in promo material that of a blue clad nun teasing a dog with a stick surrounded by green forest with torrential rain pouring down the opening images of this film of michael jackson lookalike diego luna riding a small motorbike round a track is strangely compelling and beautiful roy orbison's mister lonely plays on the soundtrack and the images unfold in slow motion there's also a funny and terrific sequence in which the same character mimes a dance without music though a radio sits like a silent dog next to him in the middle of a paris street korine splices in sound effects and jump cuts that evoke both a feeling of futility and dogged liberation in the character's dance routine the first instance of the segment dealing with the nuns is also strangely poignant father umbrillo werner herzog is an autocratic priest about to fly with some nuns over and drop food into impoverished areas nearby in a scene that is both light hearted and affecting herzog must deal with a stubbornly enthusiastic local who wishes to make the plane trip with them in order to see his wife in san francisco as the exchange develops herzog draws out of the man a confession he has sinned and his frequent infidelity is the cause of his wife having left him in the first place this scene short and sweet gains particular weight after one learns its improvised origins the sinner is played by a non actor who was on set when korine and co were filming and his adulterous ways had given him in real life a lasting overwhelming guilt henceforth the film is hit and miss a succession of intrinsically interesting moments that add to a frivolous muddled narrative whereas gummo and julien donkey boy maintain their aesthetic and emotional weight via coherent structural frameworks mister lonely feels like a victim of editing room ruthlessness a few scenes were cut from the film which would have otherwise painted fuller pictures of certain characters due to continuity errors in costume a result no doubt due to the absence of a shooting script and korine's tendency for improvisation one deleted scene in particular in which 'charlie chaplin' denis lavant and 'madonna' melita morgan have sex would have added much more emotional conflict to a scene later on in the film i won't spoil it but it's there to deflate any feeling of warmth or celebration and as it is only half succeeds the two strands of the narrative unconnected literally are best approached as two entirely different stories with the same allegorical meaning one compliments the other and vice versa it's something to do with the conflict between one's ambitions and the reality of the current situation but there's not enough of the herzog scenes to merit their place in the film and so any connection between these two allegorically connected threads is inevitably strained and the inclusion is in retrospect tedious this is an ambitious step forward from julien donkey boy that suffers mostly at least in the lookalike segments from having far too many characters for the film's running length a flaw that would have been even worse had big star names played everyone as was originally planned with many of the imagery's self contained beauty and moments of real genuine connection with the soundtrack this feels like it'd be much more suited to an art installation or photo exhibition as an exploration of mimesis and the nature of impersonation it'd lose none of its power indeed for me it would perhaps be more impressive the loneliness attached to iconic performativity such as that encountered by both the icons themselves and those who aspire to be like them is well captured in images such as that wherein 'marilyn monroe' a gorgeous samantha morton seduces the camera with a seven year itch pose in the middle of a forest or when 'sammy davis jr ' jason pennycooke settles post dance rehearsal with his back to the camera overlooking an incredible tranquil lake as it is moments like these and all those where the titles of randomly chosen michael jackson songs crawl across the scene are married to one another in a film narrative far less affecting than it should be for those who see it i lost all faith during the egg singing scene late on you'll know which scene i mean because it sticks out like a sore thumb as some sort of gimmicky attempt at the new cinematic language for which korine has previously been hailed,0,1,0.9257320953995604,0,0.8514641907991207,false_positive
NaiveBayes,julie andrews satirically prods her own goody two shoes image in this overproduced musical comedy drama but if she approaches her role with aplomb she's alone in doing so blake edwards' film about a woman who is both music hall entertainer and german spy during wwi doesn't know what tone to aim for and rock hudson has the thankless task of playing romantic second fiddle musicals had grown out of favor by and elephantine productions like star and this film really tarnished andrews' reputation leaving a lot of dead space in her catalogue until the tamarind seed came along i've always thought julie andrews would've made a great villain or shady lady her strong voice could really command attention and she hits some low notes that can either be imposing or seductive husband director edwards seems to realize this but neither he nor julie can work up much energy within this scenario screenwriter william peter blatty isn't a good partner for edwards and neither man has his heart in this material beatty's script offers andrews just one fabulous sequence a striptease from,0,1,0.9250545511986982,0,0.8501091023973963,false_positive
NaiveBayes,dare rudd john wayne and sidekick dink hooley syd saylor are itinerant cowpunchers who can't seem to stay in one place very long in helltown the boys are headed to montana where they meet up with rudd's cousin tom fillmore johnny mack brown who offers them a job it's a hoot to see the boys wearing aprons as they start out as cooks with the herd although dare becomes self conscious when miss judith marsha hunt rides into camp judy is tom's girl but the attraction between her and dare is evident early on fillmore has a cattle herd to move and promotes dare to running the drive partly to prove to judy that he may not be up to the task meanwhile bad guy bart hammond monte blue has his eyes on fillmore's cattle but when his henchmen fail to rustle the herd he figures it's easier to win the money that dare was paid at the end of the trail conning dare into a rigged card game with his man brady james craig dare's money begins to evaporate hand after hand it's only when dare fails to show up back at fillmore's ranch that tom goes out to find his cousin exposing the cheats tom dare and dink high tail it before the bad guys can get their revenge helltown also known as born to the west was released in by favorite films corporation a couple of years after wayne's series of westerns for lone star productions it only slightly alters the lone star formula wayne does get the girl at the end of the film but here he was trying there's a great runaway horse scene where wayne rescues marsha hunt in which johnny mack brown's horse does a complete somersault spill syd saylor does a nice job as the comic relief pal doing his best to sell lightning rods to unsuspecting victims he replaces familiar faces george gabby hayes and yakima canutt here staples of the lone star films john wayne's charisma is beginning to develop here preparing him for the leap to super star status that he eventually achieved helltown was based on a novel by legendary western author zane grey if you're looking for more films based on grey's stories try fighting caravans with gary cooper the light of western stars with victor jory drift fence with buster crabbe and heritage of the desert with randolph scott,0,1,0.9247223285133342,0,0.8494446570266685,false_positive
NaiveBayes,well don't expect anything deep an meaningful most of the fight scenes are pretty decent the two leading ladies are quite endearing but their lack of hk action background shows at times the ending maybe lacks something but i quite enjoyed it none the less the cheesy humour isn't probably going to appeal to anyone who hasn't watched a bunch of hk films but if your down with that sort of thing and have a couple of hours to fill with something meaningless you could do a lot worse than this ok so you could do better but certainly on a par with most of the hollywood blockbuster action drivel,1,0,0.07702464824451138,0,0.8459507035109772,false_negative
NaiveBayes,on assignment in scenic italy beautiful lip synching lana turner as fredda barlo meets older singer and prince ezio pinza as mr imperium the two fall in love while enjoying the pretty italian countryside unhappily mr pinza is called away to his kingly father's death bed leaving lana in the lurch twelve years later ms turner is a los angeles actress about to make a motion picture about falling in love with a king turner is being romanced by co star barry sullivan who wants to marry her then king pinza re enters her life mr imperium provides a tired storyline for sex symbol turner and debuting bass vocalist pinza who appeared for several decades with the new york metropolitan opera pinza likely earned his mgm feature film career after appearing in the hugely successful stage production of south pacific the cast album and pinza's golden some enchanted evening single sold millions supporting casters marjorie main cedric hardwicke and debbie reynolds give the film a even greater sense of wasted resources mr imperium don hartman lana turner ezio pinza barry sullivan,0,1,0.9225784769141935,0,0.845156953828387,false_positive
NaiveBayes,ok firstly if your not a fan of the whole low budget horror genre then don't bother with this you really need to be a fan to get the gag the move is basically about snakes on a train lots of them there is an ancient curse involved and a crazy ending which i wont spoil the gore effect are full on and real icky but the movie is mainly one big gory gag about snakes scaring the hell out of a bunch of people trapped on a train the suspense is built up well and there are some memorable and well composed scenes some of the acting is a bit hammy watch for the surf dudes but thats not really the point give this movie a go know what to expect and you wont regret it,1,0,0.0800644806167258,0,0.8398710387665485,false_negative
NaiveBayes,based on a stephen king novel needful things provides the intrigue and eeriness to keep you in your seat a mysterious man max von sydow comes to town and soon becomes the most talked about citizen could it be that the devil himself has set up shop as an antique dealer in a small town in maine von sydow is masterful and dynamic in this role that dominates the screen also starring are ed harris and bonnie bedelia harris is steady and bedelia is deserving of your attention also in support are j t walsh and amanda plummer not the best nor the worst adaptation of king's horror on the screen,0,1,0.9174769248819137,0,0.8349538497638274,false_positive
NaiveBayes,had she not been married to the producer jennifer jones would not have been the most obvious choice for the leading female role in this tragic tale of an affair between an american soldier and an english nurse set against the backdrop of the first world war her british accent is not perfect and in the fifties it was unusual for a big romantic lead to go to an actress in her late thirties even one as attractive as miss jones especially when she was several years older than her leading man there were a number of beautiful young british actresses in hollywood around this time such as audrey hepburn elizabeth taylor jean simmons and joan collins any of whom might have been more convincing in the role but miss jones had one important attribute they all lacked namely a marriage certificate with david o selznick's name on it in the event the film turned out to be such a turkey that they were doubtless grateful not to have it on their cvs the film tells at great length the story of the romance between frederick an american volunteer serving with the italian army as an ambulance driver and catherine a nurse with the british red cross after the italian defeat at the battle of caporetto frederick is wrongly accused of being a german spy and sentenced to death the film paints a very harsh picture of italian military justice it would appear that italian courts martial had the power to pass the death sentence after a trial lasting all of thirty seconds without hearing any evidence and without allowing the defendant to be legally represented or to speak in his defence frederick manages to escape and to cross the border into neutral switzerland accompanied by the pregnant catherine hemingway's novels have not always been a great success when filmed howard hawks succeeded in making a good version of to have and have not a film that is considerably better than the book on which it is nominally based but that is because he largely ignored hemingway's plot and turned the film into a remake of casablanca set in martinique rather than french morocco like the version of for whom the bell tolls a farewell to arms is overlong and fatally slow moving it is also miscast jennifer jones never makes catherine come to life as for rock hudson his assumed christian name could be unfortunately appropriate he could be as solid as a rock but also as impassive as one and in this film his frederick seems an impersonation of the great stone face despite the passion and emotion inherent in hemingway's plot the emotional temperature is always far too cool the picture has little going for it apart from some attractive picture postcard views of italian and swiss scenery it is hardly surprising that it was not a success and that its failure ended selznick's career as a producer a goof shortly before the battle of caporetto an italian officer states that russia had already concluded a separate peace with germany that battle started in october at a time when kerensky's russia was still fighting alongside the allies the russian revolution did not take place until november it was only the october revolution by the old julian calendar the new bolshevik regime signed an armistice with germany in december but a separate peace was not signed until the treaty of brest litovsk in march,0,1,0.9154630932865319,0,0.8309261865730637,false_positive
NaiveBayes,in the aftermath of september th in new york this drama about american firefighters was conceived as a salute and tribute to their professionalism the story is told with a series of flashbacks where after firefighter jack morrison joaquin phoenix has crashed through the floor of a burning building and only communicating with captain mike kennedy john travolta via the radio the flashbacks basically show how jack grows from being a recruit seeing kennedy as a father figure to being a firehouse legend of course in the present day jack's fellow firefighters are trying to reach him but they are too late and in the end he lets them leave him and it forwards to his funeral where he is praised as one of the best firefighters they have known also starring jacinda barrett as linda morrison terminator 's robert patrick as lenny richter morris chestnut as tommy drake billy burke as dennis gauquin balthazar getty as ray gauquin and tim guinee as tony corrigan the blazes of the film are ultimately all i could pay attention to and enjoy seeing the characters tackle them the rest is a bit too chatty for my liking adequate,0,1,0.9140835185541828,0,0.8281670371083656,false_positive
NaiveBayes,okay this wasn't the greatest horror movie i've ever seen in my life despite the fact that it's lower budget it's a pretty decent movie though the monsters are unique and believable heck they're even kind of scary in the scenes where they show them briefly wreaking havoc on this poor family although when you finally do get to see the monsters completely you really think wtf those itty bitty things are after them the only part that really disturbed me is when sniff they killed the kitty not the kitty noooooo why seriously though if you are looking for hardcore violence and gore this is not the movie for you go rent the hills have eyes or something along those lines if you have small children i wouldn't recommend watching this with them though probably would give them nightmares about trolls in their room,1,0,0.09361201515620712,0,0.8127759696875858,false_negative
NaiveBayes,fulci does this man brings one of the goriest and weirdest movies ever made answer yes cat in the brain also known as nightmare concert is fulci's last masterpiece yes it is no matter what some people will say about it there are few facts why this movie is one of the best fulci's movies fulci make a fun of himself and his movies with this one lead roll in this movie is no other then fulci himself who plays well horror splatter gore director who thinks he is slowly going insane it's filled with black humor which unlike in the most of the modern horror movies works here being fulci flick you need to know it's gory how much well pretty much i always loved gore in the movies and i never get enough of it but cat in the brain actually stopped my thirst for gore and believe me it's a hard to archive even the braindead didn't stop it citb is all about gore almost every scene revolves about fulci who after being hypnotized by khmmm evil psychiatrists is seeing all kinds of horrors for everything that happens to him or everything he sees some of the scenes involves him accidentally dropping the whiskey and instead of that he sees rotten corpse lying on the floor which starts to spit some ooze from it's wounds forget the beyond or zombie this is the goriest fulci movie now i like how fulci manage to apply all those comic parts in the gorefest movie he is such a brilliant director some funny moments and lines happens from time to time like one where fulci says making gore movies is kind of a sickness ending is very good considering that fulci and most of the italian horror masters is know for making ending with no sense or many plot holes if you are fun of the fulci make sure you check it out if you have a weak stomach avoid this and repeat its only a movie ps some of the gore scenes within this movie chainsaw dismemberment full tongue torn out eyeballs torn out maggot infested corpses zombies decapitations face being putted in boiling water stabs in the shower to head throat slit many parts of the body and organs being toast aside hammer smashed face,1,0,0.0938276924038537,0,0.8123446151922926,false_negative
NaiveBayes,l'ossessa also known as the tormented or the sexorcist or the ridiculously titled the eerie midnight horror show is a forgotten exorcist rip off which contains one of the best horror moments i've ever seen the scene is when the crucifix comes alive this great spooky scene is unforgettable and totally effective great fxs it's a shame the rest of the movie doesn't maintain the level of creepiness exemplified during that scene this is one of the most frustrating movies ever imagine the producers deciding to to make an exorcist copy but while making it they actually succeed in creating something truly original a possessed sculpture of crucified man which is shocking when you think about it but then completely forgets their original idea in order to make a boring and uninspired exorcist rip off had the film continued with the possessed sculpture concept with the characters trying to destroy it etc this film would have rocked but once the girl becomes possessed by the spirit of the sculpture she never tells anyone from where the demon came from she and the script completely forgets the haunted crucifix which is stupid if you like so called euro cult movies the first minutes deliver unlike any other euro cult movies but after the scene when the girl has a vision of being crucified and she gets stigmatas the remaining minutes suck boring it goes nowhere fast as it tries to emulate badly the exorcist so watch the first minutes of l'ossessa and enjoy the s fashions the sleaze and the amazing statue comes alive to ravish the girl scene but after the first minutes press stop and eject and might as well go clip your toenails,1,0,0.101264114395289,0,0.797471771209422,false_negative
NaiveBayes,blade is a dark gloomy but significent vampire movie and is one of the best ones a bit of gore but nothing really that bad wesley snipes played a strong role as he eliminates the vampires not really like buffy because thats too tame but blade delivers a decent plot and it's the kind of movie that you would probably like to watch on a dark stormy night thats at best viewing,1,0,0.1013082248507452,0,0.7973835502985096,false_negative
NaiveBayes,a space odyssey is set in and the main character is hal a computer that's right a computer who talks and thinks entirely on its own this was made in and to think by it would be conceivable that computers would talk is a joke if this was in a talking computer that had emotions and made its own decisions would be considered just as moronic as this there is nothing in this film that provokes any kind of emotion it provokes two reactions and one is called sleep it starts with nothing but a pitch black shot for well over two minutes then the first shot we see that has some kind of lighting is the dawn of man sequence so if it's in chronological order the blackness prior to this is the birth of the world during the dawn of man sequence out of no where a huge monolith comes from out of the ground from the sky we'll never know where it comes from but for one reason or another it's there the monkeys go apesh t once they find this monolith that only man could have made but that's the catch man hasn't evolved yet so who made it and where did it come from what is its purpose the monkeys find a tool the monkeys use bones to fight an opposing group of monkeys the monkeys with the weapons are now the dominating group because they have used their mind to gain an advantage the more advanced monkeys and more importantly smarter and more innovative monkeys are the dominate group as they have taken over the watering hole we quickly jump into space millions of years later where we see a bunch of spaceships floating around to classical music we can see the earth the moon the sun the universe and for a film made in the visual effects are stunning but outdated the score is legendary the cinematography is spectacular the editing is atrocious there are countless shots of boxy looking space ships floating in outer space for what feels like an infinite amount of time once we board the ship there isn't much to talk about for the next hour kubrick shows various shots of life in outer space kubrick shows us the life of an astronaut which is very boring and we completely get the message the spaceships interior and exterior are bulky and outdated looking remember what the first cell phone looked like me neither but that's what the future looks like in all the characters have clothes and hairdos that resemble the chairs are decorated in bright red colors and oddly shaped because we all know in the future we're going to be sitting in weird looking chairs the computer screens are hideous looking and this is obviously prior to hdtv because the clarity is atrocious all the tv sets look like they're from so it's not all that futuristic like all films set more than years in advance they look terrible and unconvincing just because this is kubrick we shouldn't say well that's how you would think it looks no i wouldn't just like i wouldn't think a computer would be talking to me in the year it's not going to happen and if someone made a film right now set years in time and had a talking self thinking computer i would laugh at the stupidity of it just like i did with hal is the liveliest person shoot i just called him a person hal is a computer but he has more life than any of the muted characters in the film and he actually thinks he's alive hal is the only thing that's lively and he sees the humans as his maintenance men taking care of him while he does all the work hal reads the lips of one of the very few conversations between dave and frank and he sees that they are planning to turn him off this is where the only dramatic part of the film enters an ensuing battle between a red light and a guy in a spaceship trying to get into the bigger spaceship oh the drama once hal thinks he has the upper hand dave makes his way back into the spaceship proving mans ingenuity dave proceeds to terminate hal hal pleads for his life as he slowly fades away which like everything else seems to take forever the final act is just as tedious as the first two once again the monolith that the apes found appears at the end it comes out of nowhere again then an infant is born in a placenta like shield overlooking the earth from space what is kubrick saying is it about transformation dave to an infant is man evolving again is kubrick saying this is the end of man and the start of whatever that alien looking thing is maybe i'm going crazy trying figure out what this crazy director is trying to say but the more i think about the more the beginning and the ending make sense there are so many questions left unanswered especially for the purpose of the monolith if you can make it through the film it should spark some thought in the end the film struggles with getting to where it wants go the first act and the third acts are strong but the second act meanders around hovering in one place for what seems like eternity there is some intriguing stuff in the film that will provoke some thought if you give it a chance once the start of the film makes sense the ending works much better even if you still don't what kubrick is trying to say which i don't,1,0,0.10562932368782856,0,0.7887413526243429,false_negative
