best_model,text,true_label,pred_label,pred_prob_pos,correct,confidence,error_type
NaiveBayes,on assignment in scenic italy beautiful lip synching lana turner as fredda barlo meets older singer and prince ezio pinza as mr imperium the two fall in love while enjoying the pretty italian countryside unhappily mr pinza is called away to his kingly father's death bed leaving lana in the lurch twelve years later ms turner is a los angeles actress about to make a motion picture about falling in love with a king turner is being romanced by co star barry sullivan who wants to marry her then king pinza re enters her life mr imperium provides a tired storyline for sex symbol turner and debuting bass vocalist pinza who appeared for several decades with the new york metropolitan opera pinza likely earned his mgm feature film career after appearing in the hugely successful stage production of south pacific the cast album and pinza's golden some enchanted evening single sold millions supporting casters marjorie main cedric hardwicke and debbie reynolds give the film a even greater sense of wasted resources mr imperium don hartman lana turner ezio pinza barry sullivan,0,1,0.925753192259952,0,0.851506384519904,false_positive
NaiveBayes,the duke is a film based in the heart of the british aristocracy where an old duke john neville dies and to avoid his large property and the vast riches to be taken from him after death by devious aristocrats oliver muirhead and sophie heyman he passes his dukeship down to his dog the dog's best friend an american girl named charlotte played by courtnee draper whose parents die becomes orphaned by the former duke due to him being her great uncle a young chef named florian arrives with him and charlotte instantly connecting creating a romantic sub plot which in its own way acts as the under tone for the main plot line being the activities of hubert the 'duke' and his many activities and love interests with other dogs all this is watched over by james doohan who plays a butler who is determined to try and serve his old duke by doing his best to serve his new master hubert doohan acts as the older character there to comfort and advise the younger ones whilst he over looks and performs various ridiculous tasks under his new master a fine comedic performance mixed with elements of drama to end the career of a fine and influential actor though from the technical viewpoint i dislike this film as i only watched upon discovering james doohan's role though the plot is good elements of the writing and directing have to be obscured ignoring the absurdity of a doggie duke i personally dislike the over use of comedic and outrageous jokes upon the 'bad' characters due to their ludicrousness the dependence on hygiene related humour as you like is much too apparent and general silliness of many characters doesn't appeal to me the director phillip spink uses mid long shots too often with either an overdubbed voice or affecting the overall sound quality plus the acting of muirhead and heyman whilst good at the dramatic and romantic sequences fall drastically short fulfilling the wholesale requirements regarding the role but as a mature movie fan i find it easy to be over critical of a simple family film designed to make you laugh i can admit i found certain bits funny and other bits touching along with a plot that may be far fetched but has definite connections i do not recommend this film to mature movie fans but i do highly recommend it to dog lovers families who wish to enjoy a funny film for their child and james doohan fans who wish to see 'scotty' in his final role,0,1,0.9247138599058827,0,0.8494277198117655,false_positive
NaiveBayes,as a young lass beautiful joan woodbury as rita adams was orphaned after her stool pigeon father was shot to death as a young woman ms woodbury finds herself struggling to keep a job as her murdered father's ex convict status makes woodbury a bad business risk woodbury rooms with understanding songstress linda ware as donna andrews who advises woodbury to get in touch with old orphanage friends john archer as bob elliott and jack la rue as mickey roman but none of her friends can help when woodbury is the victim of a scam which lands her in prison upon release woodbury decides to give the male mobsters a run for their money re titled gangs inc this is an obviously weak cheap mobster melodrama still it's a lot of fun to watch woodbury work wonders with inferior material she plays the innocent growing more sophisticated rita quite convincingly and she tosses in a great bit as a blonde hooker woodbury must be added to the list of unfortunately underutilized hollywood actresses of the past paper bullets also features an early alan ladd as jimmy kelly aka bill dugan ms ware who sang the hit an apple for the teacher with bing crosby sings a couple of fair ' s numbers nicely but mainly it's woodbury's show paper bullets phil rosen joan woodbury linda ware alan ladd,0,1,0.9246021154528822,0,0.8492042309057644,false_positive
NaiveBayes,five years after the us civil war western folk are more concerned with the age old war between homesteaders and cattle ranchers the cattlemen herd their wares from texas to the trail town of abilene kansas there the cowboys find not only big money but also big confrontation with homesteaders tall in the saddle marshal randolph scott as dan mitchell tries to keep peace in the town mr scott has experience mediating between trail hands and saloon patrons he also juggles the town's finest looking women sexy saloon singer ann dvorak as rita and pretty church lady rhonda fleming as sherry boozy county sheriff edgar buchanan as bravo trimble offers more comic relief than sharp shooting assistance abilene town begins with some promising symbolism and contrast gunshots interrupt scott and ms fleming singing a hymn in church then the camera switches to ms dvorak sexily singing her saloon number which causes a man to fire his gun in pleasure after that it really becomes quite a standard western it is somehow duller than it should be but not quite awful young lloyd bridges appears as one of the homesteaders dvorak's leggy costume is the film's greatest asset in it she is a real mover abilene town edwin l marin randolph scott ann dvorak edgar buchanan,0,1,0.9239326392011402,0,0.8478652784022804,false_positive
NaiveBayes,i have recently found this film on one of my husband's vhs tapes the blank variety which he uses to record stuff from the telly the film looks as if it was last shown in the eighties and i don't remember having seen it since it has not to my knowledge been released on dvd or vhs although i shall browse around for a copy the film tells the story of three young people two girls one on the edge of puberty and the other much younger and a young boy who go to live with their mother's brother and his young mute irish wife his wife also has two brothers who live with them the children's uncle is an unpleasant control freak who forces his young wife to wear a silver collar whilst she watches a marionette show put on by him and her brothers in his toyshop the eldest girl and one of the irishmen the younger develop a love for each other whilst they live in the same house the girl helps her aunt out in the shop whilst her brother helps his uncle to make things in the workshop there are a lot of very disturbing elements to the film there is the uncle's treatment of his wife as some kind of dumb literally possession illustrated by the collar whilst the irish indulge dancing drinking and somewhat forbidden love interestingly though i have seen far more explicit themes played out in other movies made in hollywood today makes you wonder whether the british film industry and the bbc have some kind of hidden agenda going on still despite it not being a children's movie there are a lot of playful magic moments in it and the one irishman does some beautiful paintings,0,1,0.922595440322351,0,0.8451908806447019,false_positive
NaiveBayes,lord david cecil wrote an interesting book in the s early victorian novelists where he looked at the works of dickens thackeray eliot trollope mrs gaskell charlotte bronte and emily bronte he selected these writers as the popular favorites of the first half of the victorian period and he explained their strengths and weaknesses as he saw them to the reading public some of his comments are quite relevant to this day but like all criticism it gives an idea of the spirit of the times of the critic's life as well cecil thought highly of george eliot mary ann cross who wrote about seven or eight books including sketches and poetry but for most modern readers they are usually acquainted with her shortest book silas marner which is still read in some high school curriculum the other books felix holt the radical daniel deronda middlemarch the mill on the floss adam bede romola scenes of clerical life are still in print penguin for example has most of them in print but are mostly unread the one of most interest today is her last novel deronda where she discusses the jews in english society and an incipient pre hertzl type of zionism romola is her sole attempt at a historic novel about savanarola's experiment of a religiously pure republic in florence in the s her meatiest novel is middlemarch which is concerned with english society in the provinces in the year of the great reform bill of lord grey i had to read middlemarch in college for a literature course it certainly is a thoughtful book virginia woolf called it the most grown up book in the english language but it suffers like all of eliot's novels from one defect she cannot write livable exciting prose while dickens is overly exuberant at times and thackeray can become pompous and prolix and trollope can become as lord cecil says very ordinary in his discussion and charlotte bronte can fail to explain certain relationships well and mrs gaskell seems best dealing with female characters all of them and emily bronte in her single novel hold the reader's interest reading most of eliot's novels is like trying to chisel sentences out of blocks of marble with a toothpick to date i have read about fifty pages of mill of the floss i notice that one of the other reviewers never finished the novel too but i have read a synopsis of what it is about the tullivers maggie and her brother tom are the central figures they own the mill in the title although close at the start of the story maggie falls in love with the son of a neighbor whose father is involved in legal difficulties with mr tulliver sr tom takes a dim view of this relationship and the tragedy of the story is regarding the split between the siblings culminating in their demise at the conclusion maggie runs back to the mill to rescue tom during a heavy flood and they die together it must have been a success with victorian readers but it is very gloomy and depressing to modern audiences the movie changed the ending a little maggie geraldine fitzgerald does die at the end with her lover and tom james mason notes their deaths at the conclusion in his record book the story is totally rewritten except for a double death in the flood at the conclusion it doesn't really help matters although fitzgerald and mason do pretty well with their parts they can't really pull the film up by their work alone the end result is a fairly minor film that fortunately did not hurt the lead's careers the only other thing to note is that the boyfriend was played by frank lawton who two years earlier played david copperfield as a grown up opposite w c fields lionel barrymore and maureen o'sullivan but then lawton never really had a major film career he just happened to always be around in pictures some good some mediocre,0,1,0.9218206852250949,0,0.8436413704501897,false_positive
NaiveBayes,un gatto nel cervello or nightmare concert as it's more commonly know amongst english speaking audiences starts as horror film director lucio fulci played by the man himself lucio fulci goes to lunch after filming a very gory violent scene however he orders steak has a horrible vision relating to cannibalism the grotesque visions hallucinations dreams continue begin to affect his mental state fulci decides to seek help contacts professor egon schwarz dvid l thompson for psychiatric help schwarz claims that fulci cannot separate fantasy from reality agrees to help him however schwarz has a more sinister ulterior motive as a serial killer starts to brutally kill prostitutes fulci thinks he might be responsible this italian production was co written directed by lucio fulci who also stars in the film as a horror film director named lucio fulci which doesn't really feel like a lot of effort went into it anyway un gatto nel cervello is gory if nothing else for that alone i rather liked it the script by fulci john fitzsimmons giovanni simonelli antonio tentori is nothing more than a threadbare excuse to edit together lots of gory footage from other italian films it serves it's purpose well enough i suppose to see fulci on screen has a certain fascination if your a fan of his or are familiar with his films the ending is very rushed almost as if they ran out of money as it just has a policeman telling fulci they killed the killer that's it another thing about that ending when the two cops put the white sheet over the dead killer in the field then they walk away leaving it there without any other police presence i mean would the police in italy just leave a dead body in the middle of a field on it's own it moves along at a good pace if you like your gore then you have to see this although if you don't like gore then you'll hate it with a passion it all depends on your disposition so the choice folks is yours director fulci was never the most artistically adept filmmaker it shows here as his footage is bland flat looks like it was shot for tv the footage from the other films in total doesn't match the stuff fulci shot it is obvious that this has been pieced together from different films if your looking for gore you've hit the jackpot people are dismembered with chainsaws put through meat grinders faces are melted there are a few decapitations there are some slit throats someones body is gorily crushed under a car a tongue is ripped out someone has their throat crushed as a wheelchair runs over it there are loads of stabbings someone has their guts removed with a hook there's a rotten corpse complete with maggots someone hand is cut off someone has their head bashed in their eye falls out a gory death by piano wire as it slices through someones throat there are loads of severed limbs gallons of blood splashed around a scene of some cats eating brains there's more as well having said that some of the special effects are a bit fake look cheesy with a supposed budget of around it shows this is pretty cheap looking it has no visual style or artistic merit but then again why would you want those when you can see a nazi orgy sequence wall to wall gore the acting in this is terrible including fulci un gatto nel cervello is a top film if your a gore hound like me however if your looking for something with a little bit more substance or indeed any substance then this ones not for you this is the sort of film which divides people straight down the middle you'll either love what it does or hate it,1,0,0.07905379309454709,0,0.8418924138109058,false_negative
NaiveBayes,their purple moment aspect ratio sound format silent black and white short film two luckless nightclub revellers laurel and hardy are unable to pay their bill provoking violent retribution from a hot tempered waiter tiny sandford typical l h scenario less substantial than some of their best work from this period but worth a look nonetheless stan takes center stage this time round caught up in a financial dilemma after holding back part of his wages to fund a night on the town only to find out too late that his aggrieved wife fay holderness has replaced his stash with worthless coupons some of the prolonged closeups of laurel as he slowly becomes aware of the unfolding disaster reveal his genius for characterization and mime 's morality is represented by patsy o'byrne playing a hatchet faced busy body who takes great joy in alerting l h's respective spouses holderness and lyle taho to their husbands' bad behavior the ending fizzles but the movie still has much to recommend it directed by james parrott,0,1,0.9182733870345985,0,0.836546774069197,false_positive
NaiveBayes,'wicked little things' really separates itself from other zombie movies first off all of the zombies in the movie don't exactly starting biting at you and tearing your flesh apart with their bare hands they kill you with either a pickax or shovel and eat you after wards second they can't die in most zombie movies you can shoot a zombie in the head and kill them but these simply won't die third which is the biggest reason why this movie separates itself all of the zombies are children how did they die exactly to become zombies they were working in a coal mine when suddenly they were all killed in a collapse now they wander the forest carrying their pickaxes and shovels waiting for someone to come by so they can kill them and eat them oh they also come out at night yep only at night that makes the movie even more fun then it would be if they came out in the morning despite all of the violent and gory mayhem in this movie 'wicked little things' is a great choice if you're looking for a movie about zombie children don't expect anything great like 'dawn of the dead' or 'land of the dead' but do expect lots of gore and violence that makes this movie a real zombie fan pleaser everyone give scout taylor compton from rob zombie's 'halloween' a big hand for delivering a great performance like the one she did in 'halloween' she really needs to start starring in more horror movies,1,0,0.08390243958796982,0,0.8321951208240603,false_negative
NaiveBayes,one of the most pleasant surprises of this early strip technicolor short was that a ballet dancer that appears here was named maria gambarelli i half wondered if blake edwards was naming the character played by elke sommer in a shot in the dark after this now forgotten performer though the spelling of the sommer character's surname was actually gambrelli i watched this on youtube mainly to see an early judy garland appearance as we watch her in profile with her two older sisters singing la cucaracha that was the highlight for me which otherwise showed some dances like that of ms gambarelli that were enjoyable and some lame comedy between andy devine as a great bull fighter yeah right and buster keaton as a bull owner who provides one that is obviously a man in animal costume only funny part of those two is when they cry with buster providing handkerchief to bull during the sad part of la cucaracha also lame was seeing ted healy without his stooges dealing with a crasher who keeps mistaking healy for other movie stars healy himself didn't know zeppo had left the marx brothers since he puts four between the and marx speaking of a marx it was interesting seeing harpo without his wig though he is wearing a hat to hide his bald head also interesting was seeing ida lupino among the cowgirls in the beginning though i also recognized toby wing from her part in murder at the vanities last year at least when announcer pete smith identified her oh and smith himself wasn't funny with his wise guy narration other famous stars you may or may not recognize are also in cameos and not all are m g m contract players either so with all that said la fiesta de santa barbara is worth a look for anyone curious about judy garland's early film appearances or the early use of strip technicolor,0,1,0.910931762821936,0,0.821863525643872,false_positive
NaiveBayes,simon wests pg thriller about a babysitter who gets disturbing prank calls while sitting at a mansion is neither original nor exciting enough to be called a good film although there are some elements of suspense good eye candy and decent characters the film is just another i know what you did last summer as it falls short of being taken seriously the performances were alright but nothing special with this flick i say skip it unless you are looking for a mediocre movie you can find better films than this on lifetime sometimes okay maybe not lifetime but at least usa or somethin haha,1,0,0.09199849260727858,0,0.8160030147854429,false_negative
NaiveBayes,okay so this wasnt what i was expecting i rented this film just to see how it would be since i want to see the first one anyway but this film had b movie all over it but when i watched it i realized that it was very funny for the first minutes it was just how the snowman was kiiling people and one man losing his sanity but those first few minutes had some funny one liners in it when he throws up the first of his little minions i knew this would be very very funny they all act like the gremlins in the ninteen eighty four hit gremlins that it made it look like it was spoofing it and made me forget it was a b movie so if you like to laugh rent this one,1,0,0.0934956318468191,0,0.8130087363063618,false_negative
NaiveBayes,haggard the movie is the real life story of ryan dunn and his girlfriend who cheated on him also with the help from his two friend a skate boarder who lives for nothing and a trying to be funny scientist which doesn't really work played by bam margera and brandom dicamillo the film haggard the movie also has a lot of the characters from jackass etc but to say it was written by bam margera and co this is a very weak attempt seems to me like it was written when he was bored or as a project with they did not pay a lot of attention to the films also stars bam's girlfriend jennifer rivell who plays glauren ryan's girlfriend who basically cheated on him again very bad acting by jennifer another actor that some people may be interested in is steve a k a hellboy played by rakeyohn which his character does not seem to be with the story again bad acting also this character does not really have a lot of lines in this film which basically makes it very boring but worst of all is raab's character the voice sound like a smoker who basically has throat cancer also i think he could have been improved overall i think the characters in this film aren't with the story like in one scene it would be on one certain character a minute later a different scene different character to say that this is supposed to be a film sort of a documentary its not played by the characters as a documentary the acting makes you think that its a cheap attempt at making a film with your spare time towards the middle of the film we start to lose focus on the main character ryan dunn although a lot of the attention is on bam and brandon in conclusion this film is ok if you laugh at things that aren't very funny stupid stunts terrible acting and the occasional nude scene also i think there there are too many scenes of just no talking and just music,1,0,0.09402624773652045,0,0.8119475045269591,false_negative
NaiveBayes,yesterday as a movie is hard to rate the cinematography is excellent and deserves a the story is gritty and real and does not compromise but the translation of the story to the screen through the actors did not match the camera work as a person who was born and raised in central africa i appreciated the authenticity of the film's look and the honest depiction of daily life for the zulu but this and the camera work are not enough to recommend the average viewer should see this film it takes an appreciation of true cinema and not just a love of movies to see the purpose and strength of yesterday unlike the film the gods must be crazy which was a comic look at one african culture encountering modern technology yesterday has no intention of appealing to any crossover audience the movie simply is not fit for the common western mind and i doubt it was intended for the western mind the scenes are long and slow the editing is not paced for a mph instant gratification world the dialog is not cleaver or witty it is real movies about health crises do not make the best entertainment and this movie is not entertainment it is education this movie is best viewed by those who know appreciate and love the way of life and the culture in sub sarah africa if you lack a broad enough world view to understand other cultures especially african cultures should skip this film do not waste you time with it go see talladega nights or larry the cable guy instead for your cross culture viewing i give it a for most who might want to see the movie but have no accurate understanding of african cultures for the viewers with an appreciation for films about the human experience anywhere in the world i would give it a,0,1,0.9039683247452318,0,0.8079366494904636,false_positive
NaiveBayes,my rating of course applies only if you're willing to get completely and utterly grossed out because you know that only john waters can do that in pink flamingos his directorial debut he portrays two families locked in combat to see who can be the filthiest person alive what divine famously does at the end pretty much answers the question but even aside from that the movie is basically an excuse to shock people beyond what anyone would usually imagine you had better have a very strong stomach to watch this movie even some of the lines are rather mind blowing otherwise avoid this movie like you would the ebola virus,1,0,0.09735509216923395,0,0.8052898156615321,false_negative
NaiveBayes,disappointing film with walter pidgeon as a hunter who goes to germany to assassinate hitler when he is discovered he is coerced into signing a document stating that he acted on orders from england his refusal to sign the document brings us to the plot of the film pidgeon is pursued back to england by the evil george sanders and his cohort john carradine who speaks little but is again as always the embodiment of wickedness personified along the way of being pursued pidgeon meets up with joan bennett the latter displaying a wonderful cockney accent the story gets bogged down somewhat as love develops between the two but again as we approach world war realism becomes the object of the day the near ending scene in the cave between sanders and pidgeon is nicely realized but we know where that arrow is going to go to very interesting that while pidgeon is fleeing nazi germany he meets up again with a young roddy mcdowall one of pidgeon's many co stars that same year in the memorable how green was my valley how green was man hunt,0,1,0.900482764637829,0,0.8009655292756579,false_positive
NaiveBayes,this is another classic seagal movie he walks no cruises through the patriot just all the other mega seagal movies nothing even comes close to challenging seagal in this movie except maybe the part where he has to find a cure for this so called 'plague' and he starts throwing things about the lab but it all works out i mean lets face it its master seagal he's got to win what about his outfit in the film masterpiece he must have picked it himself its great that everyone in the film is dying after being exposed to the virus but seagal doesn't even get a cough the incident at the end when he kills the fat guy with the broken glass genius i bet seagal thought of that one as well this film is class pure and simple great plot great characters and seagal,1,0,0.1003387866217573,0,0.7993224267564853,false_negative
NaiveBayes,sammi cheng andy lau are coupled yet again in their rd film yesterday once more directed by hk's actioneer johnnie to fans of to's action films will be disappointed to find not a single gun was used in the filming furthermore fans of cheng lau's previous films needing you love on a diet will also be disappointed to find that yesterday is no where near as funny or endearing mr mrs to lau cheng are a divorced couple both affluent hk citizens both incredibly mischievous both just happened to be professional thieves 'two birds of the same feather' a couple years earlier they divorced over an inability to find middle ground on splitting the loot now she's remarrying to the son of a rich heiress a total momma's boy carl ng through through the soon to be mother in law jenny woo is suspicious of mrs to's past thinks she's only marrying her son for the family jewels the heiress' priceless ruby necklace the necklace is stolen is it mrs to's materialistic eye that gets the best of her or is it her ex husband mr to's way of sabotaging the marriage to steal the jewels for himself this is not a movie about two pple falling in love or rekindling a love its about two pple who have always been in love but have somehow been to foolish to realize it they let pride greed overwhelm them overall yesterday is one part caper heist film one part homage to classic hollywood glamour from its golden years i e cary grant grace kelly's to catch a thief johnnie to is riding too heavily on cheng lau's chemistry from their previous films hoping cheng lau's immense popularity fan base will be enough justification for this third film i think sammi cheng is one of the most likable charming entertainers working t'day lau is definitely the tom cruise of asian cinema i really enjoyed their first two films consider the cheng lau pairing comparable to those classic hollywood couples of the 's 's but yesterday falls very short of expectations terrible writing ridiculous situations product placements galore all the subplots supporting characters were unnecessary come to think of it this film was unnecessary unless you just love celebrity watching,0,1,0.8992127756656245,0,0.798425551331249,false_positive
NaiveBayes,well first of all i am a big fanatic of horror movies but however i am pretty sick of all those damn american horror movies they are all about the same thing blood and violence it's not even creepy well it's nothin wrong with the blood and all that doesn't even bother me but that's not what makes a movie creepy that's why i find this movie entertaining it's fun to see a satire which is making fun of the koncept main horror usa american splatter gore movies they are not suppose to be creepy only funny that's ok but when they're suppose to be creepy it mostly gets pathetic however there are a few great american horror movies poltergeist psycho birds but in the end it's all the same thing that's why this movie came as a relief evil ed is not just a cult movie it's a classic i can't wait untill master director anders jacobsson makes another goddamn splatter movie untill than i have to watch evil ed again and again and again but i don't care it is such an outstanding movie,1,0,0.10235042152315386,0,0.7952991569536922,false_negative
